A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A2,A3,A4,A41,B1,B11A,B11B1,B11B2,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,B10,B11,C1,C2,C21,C22A,C22B,C22C,C3,C4,C41A,C41B2,C41B3,C41B4,C41B5,C41B6,C41B7,C41B8,C42,D1,D1O,D2,D2O,D3,D3O,E11,E12,E13,E2,E221,E222,E223,E3,E4,E5,F1,F2,F3,F4,F6,F6O,F7A,F7B,F8,F81,F9,yy,cc,wi,F9_area,F5,city,cityarea
1, , , , , , , , , , , , ,1,7,2, ,1,313,25487,0,4,0,1,8,2,2,0,2,8,0,0,3,0,1,3,2,2,1,1, , , ,6,1,3,1,0,0,0,0,0,0,0,3,0,2,0,6,0,5,1,4,2,5,9,2,2,1,2,2,1,3,5,1,0,4,2,1,7,6,2010,149,0.97,3,21,10,2
1, , , , , , , , , , , , ,1,6,2, ,1,301,17000,0,5,0,2,8,9,4,0,2,6,2,1,5,0,6,3,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,7,0,1,0,7,0,6,2,1,1,0,0,0,2,1,1,2,1,2,3,1,0,1,0,1,3,5,2011,149,0.97,3,21,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,519,31297,0,4,0,1,8,3,2,0,1,8,3,2,3,0,6,3,1,4,1,0, , , ,8,2,9,9,9,9,9,9,9,9,4,5,0,1,0,2,0,1,4,5,2,7,2,1,2,2,2,1,2,3,5,4,0,3,3,2, ,13,2007,111,1.16,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,428,37103,7,6,44,2,6,1,1,0,1,6,1,2,2,0,6,6,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,6,0,1,0,7,0,1,2,4,1,0,0,0,3,3,3,1,2,3,3,4,0,2,1,2, ,13,2010,125,0.97,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,2500,0,1,0,1,8,2,2,0,1,8,1,2,0,0,6,3,2,3,1,1, , , ,8,1,2,1,0,0,0,0,0,0,0,7,0,1,0,5,0,1,2,5,2,7,9,6,2,1,1,1,1,3,3,4,0,2,0,1,3,12,2014,150,0.9,2,0,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,420,11071,0,5,0,1,7,4,2,0,1,7,3,3,3,0,5,5,5,2,1,1, , , ,6,2,9,9,9,9,9,9,9,9,4,6,0,1,0,5,0,1,4,2,1,0,0,0,2,2,2,1,2,3,5,3,0,1,0,1,3,13,2013,111,0.9,2,14,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,50000,0,5,0,1,7,3,8,0,5,7,3,4,10,0,6,3,2, , , , , , , , , , , , , , , , , ,3,0,1,0,3,0,1,4,5,2,1,3,2,3,3,3,1,2,6,2,1,0,3,2,1,1,13,2005,125,1.16,2,22,10,2
1, , , , , , , , , , , , ,1,5,1,3,2,0,42000,0,0,0,1,6,1,2,0,1,6,2,1,2,0,6,3,1,4,1,1, , , ,8,1,3,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,4,5,1,0,0,0,1,1,1,2,1,6,1,3,0,2,0,1,1,13,1995,125,1.15,2,0,10,2
1, , , , , , , , , , , , ,1,5,1,3,1,518,54425,7,3,0,1,4,3,6,0,6,3,1,4,8,0,3,5,1, , , , , , , , , , , , , , , , , ,4,0,1,0,2,0,5,2,0,1,0,0,0,1,1,3,2,1,9,1,2,0,3,3,1,7,13,1996,125,1.15,2,23,10,2
1, , , , , , , , , , , , ,1,6,2, ,1,518,14971,1,1,0,1,3,2,2,0,5,1,1,3,4,0,5,3,2, , , , , , , , , , , , , , , , , ,6,0,1,0,3,0,1,4,5,1,0,0,0,3,3,3,1,1,9,1,1,0,4,2,1,1,13,2006,125,1.16,2,11,10,2
1, , , , , , , , , , , , ,1,4,1,4,1,63,14591,0,4,0,1,6,5,9,52,1,6,2,5,11,52,5,5,3,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,10,0,2,0,4,0,3,2,1,1,0,0,0,1,1,1,1,1,4,3,5,0,4,4,1,1,1,2014,278,0.05,1,12,10,2
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,2,0,2,8,3,6,0,3,8,3,4,6,0,3,4,2, , , , , , , , , , , , , , , , , ,5,0,2,0,5,0,1,2,4,1,0,0,0,3,3,3,1,0,6,3,3,0,3,0,1,5,13,2002,125,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,2,1,3,1,417,55733,5,2,0,1,8,2,2,0,1,6,2,2,4,0,6,4,3,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,3,0,1,0,1,0,1,0, ,1,0,0,0,3,3,3,1,2,6,3,4,0,3,2,1,1,13,1998,125,1.15,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,42000,0,2,0,1,8,9,8,0,3,8,4,3,7,0,5,2,2, , , , , , , , , , , , , , , , , ,8,0,1,0,5,0,1,2,4,1,0,0,0,3,1,2,1,1,8,1,2,0,2,2,1,10,13,1998,124,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,6,1,3,1,317,75955,5,3,0,1,5,4,2,0,1,4,1,2,1,0,6,2,2,4,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,3,0,1,0,2,0,1,2,4,1,0,0,0,2,2,2,2,2,3,3,1,0,3,2,1,3,4,1995,49,1.11,2,12,10,2
1, , , , , , , , , , , , ,1,3,1,3,1,323,41498,2,2,0,1,8,2,2,0,1,8,2,1,1,0,6,5,1,2,1,0, , , ,6,2,9,9,9,9,9,9,9,9,0,3,0,1,0,2,0,0, , ,1,0,0,0,1,1,1,1,2,5,3,6,0,2,3,2, ,13,1997,49,1.11,2,14,10,2
1, , , , , , , , , , , , ,1,0,1,0,1,318,11747,9,3,0,2,8,5,6,0,1,8,2,3,8,0,6,3,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,9,0,1,0,6,0,1,2,5,1,0,0,0,3,3,2,1,1,6,2,4,0,4,2,1,1,13,2013,125,0.9,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,2500,0,6,0,2,8,5,4,0,3,2,3,2,6,0,6,3,6, , , , , , , , , , , , , , , , , ,5,0,1,0,3,0,1,2,4,1,0,0,0,2,2,2,1,2,2,5,1,0,3,2,1,3,17,2014,125,0.9,3,21,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,0,22156,5,6,0,1,8,3,8,0,1,8,2,3,10,0,0,2,1,4,1,3, , , ,3,2,9,9,9,9,9,9,9,9,2,10,0,1,0,6,0,1,5,2,1,0,0,0,1,3,2,1,1,6,2,4,0,1,0,2, ,13,2012,125,0.9,2,0,10,2
1, , , , , , , , , , , , ,1,7,1,3,1,313,36622,0,5,0,2,8,3,5,0,1,8,1,4,7,0,5,3,6,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,1,7,0,1,0,4,0,1,2,4,1,0,0,0,1,1,1,1,1,3,3,6,0,1,2,1,1,13,2011,125,0.97,2,12,10,2
1, , , , , , , , , , , , ,1,0,1,1,2,0,42000,0,6,0,1,6,4,7,0,1,6,2,3,7,0,6,5,2,2,1,4, , , ,6,2,9,9,9,9,9,9,9,9,1,5,0,6,0,3,0,2,3,5,1,0,0,0,1,1,1,1,2,4,5,6,0,2,2,1,3,1,2000,124,1.15,1,13,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,322,22208,8,1,0,2,7,7,4,0,1,7,0,7,6,0,1,5,2,4,1,1, , , ,2,2,9,9,9,9,9,9,9,9,4,7,0,2,0,1,0,2,1,5,1,0,0,0,2,1,2,1,2,4,3,3,0,1,2,1,1,13,2004,101,1.15,2,12,10,2
1, , , , , , , , , , , , ,1,8,2, ,2,0,42000,0,0,0,1,6,2,6,0,1,6,1,3,0,0,5,6,5,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,1,7,0,1,0,4,0,1,2,5,1,0,0,0,2,1,2,1,1,5,3,5,0,2,2,2, ,13,1997,125,1.15,2,12,10,2
1, , , , , , , , , , , , ,1,0,2, ,1,319,11399,5,3,0,1,7,4,7,0,1,7,1,4,9,0,6,0,0,4,1,0, , , ,8,2,9,9,9,9,9,9,9,9,0,0,0,1,0,5,0,1,5,4,1,0,0,0,1,1,3,1,1,6,2,5,0,2,2,1,1,13,1997,124,1.15,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,312,38788,3,2,0,1,7,3,2,0,3,7,2,2,3,0,6,4,4, , , , , , , , , , , , , , , , , ,5,0,1,0,4,0,1,2,3,2,9,0,0,1,3,3,1,1,8,1,3,0,1,1,1,1,13,2002,147,1.15,2,13,10,2
1, , , , , , , , , , , , ,1,1,1,1,2,0,42000,0,3,0,2,8,3,3,0,3,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,0, , ,1,0,0,0,2,3,3,1,1,6,2,1,0,0,0,1,7,13,1993,125,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,6,1,4,2,0,2500,0,2,0,1,7,4,8,0,1,7,0,4,10,0,6,2,6,3,1,2, , , ,1,2,9,9,9,9,9,9,9,9,7,11,0,1,0,1,0,1,4,5,2,7,8,6,1,1,1,1,0,4,3,5,0,1,2,1,1,13,2014,399,0.05,2,0,10,2
1, , , , , , , , , , , , ,1,0,1,3,2,0,12000,0,5,0,1,8,2,2,0,3,8,3,3,4,0,5,6,2, , , , , , , , , , , , , , , , , ,7,0,1,0,1,0,1,2,4,1,0,0,0,3,3,3,1,1,4,2,2,0,3,1,2, ,13,2002,49,1.11,2,11,10,2
1, , , , , , , , , , , , ,1,8,1,5,2,0,30000,0,3,0,1,1,7,9,0,6,1,1,7,11,70,6,4,6, , , , , , , , , , , , , , , , , ,9,0,1,0,1,0,1,6,3,1,0,0,0,1,2,1,1,1,4,3,6,0,4,4,1,1,13,2009,600,0.04,2,0,10,2
1, , , , , , , , , , , , ,1,5,1,3,1,318,76451,0,5,0,1,6,5,7,0,1,5,2,4,7,0,5,4,1,4,2,0,4,5,5,5,1,3,0,0,0,0,0,0,0,0,6,0,1,0,5,0,3,1,5,2,9,2,3,2,1,1,1,2,4,4,4,0,1,1,1,1,4,2003,49,1.11,2,0,10,2
1, , , , , , , , , , , , ,1,0,2, ,2,0,30000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0,1,2,4,2,4,9,6,3,3,3,2,1,7,3,1,0,1,2,2, ,13,1990,49,1.11,2,0,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,313,51057,0,3,0,1,6,6,5,0,5,6,2,4,7,0,7,5,1, , , , , , , , , , , , , , , , , ,4,0,1,0,3,0,4,0, ,2,7,5,3,1,1,1,1,1,2,0,1,0,1,0,1,8,13,2007,124,1.16,2,23,10,2
1, , , , , , , , , , , , ,1,7,1,3,1,312,16600,0,2,0,1,5,3,7,0,3,5,4,4,9,0,5,2,2, , , , , , , , , , , , , , , , , ,5,0,1,0,6,0,1,2,4,2,4,9,2,1,1,1,1,1,3,3,2,0,2,2,1,1,13,2012,124,0.9,2,13,10,2
1, , , , , , , , , , , , ,1,2,1,3,1,313,39762,0,3,0,1,6,2,2,0,3,6,2,2,4,0,6,4,1, , , , , , , , , , , , , , , , , ,3,0,1,0,2,0,5,4,2,1,0,0,0,2,1,3,1,1,4,3,5,0,4,4,2, ,13,1997,125,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,5,1,3,2,0,42000,0,1,0,1,8,1,1,0,1,0,0,1,0,0,6,4,1,2,1,1, , , ,6,2,9,9,9,9,9,9,9,9,4,5,0,1,0,1,0,1,2,3,2,9,0,0,1,1,2,1,1,5,1,2,0,1,0,1,1,13,2000,124,1.15,2,0,10,2
1, , , , , , , , , , , , ,1,1,1,3,2,0,25000,0,3,0,2,6,2,7,0,1,6,0,3,9,0,6,3,4,2,1,5, , , ,8,2,9,9,9,9,9,9,9,9,7,5,0,1,0,5,0,5,1,2,1,0,0,0,1,1,3,1,2,4,3,4,0,2,0,2, ,13,1997,49,1.11,2,13,10,2
1, , , , , , , , , , , , ,1,2,2, ,1,518,13564,2,3,0,1,4,3,5,0,1,4,1,3,7,0,5,2,1,0,1,1, , , ,6,2,9,9,9,9,9,9,9,9,4,4,0,1,0,1,0,1,5,4,1,0,0,0,2,3,1,1,1,4,4,4,0,1,2,1,1,13,2008,149,1.16,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,2,2,0,30000,0,2,0,2,8,5,3,0,4,8,3,2,5,0,7,3,4, , , , , , , , , , , , , , , , , ,10,0,1,0,8,0,2,1,3,2,9,8,1,1,1,1,2,2,5,4,1,0,3,0,1,4,12,2009,101,0.97,2,22,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,4500,0,3,0,2,3,1,4,0,5,3,2,2,5,0,6,3,3, , , , , , , , , , , , , , , , , ,2,0,2,0,4,0,5,4,6,1,0,0,0,1,3,3,1,1,3,5,6,0,1,2,1,1,1,2008,150,1.16,1,0,10,2
1, , , , , , , , , , , , ,1,5,1,5,1,417,16232,0,4,0,2,8,2,6,0,2,8,2,3,7,0,6,2,6,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,5,9,0,2,0,7,0,2,1,4,1,0,0,0,1,1,1,1,1,3,6,2,0,4,5,1,1,4,2013,155,0.9,2,21,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,4500,0,4,0,1,8,3,7,0,2,8,1,3,6,0,6,5,2,2,1,1, , , ,6,2,9,9,9,9,9,9,9,9,1,4,0,2,0,3,0,2,1,3,2,9,7,5,3,1,3,1,2,3,5,2,0,3,2,1,3,17,2010,101,0.97,3,21,10,2
1, , , , , , , , , , , , ,1,0,2, ,1,310,32500,0,4,0,2,8,5,5,0,1,8,4,5,0,0,5,3,2,2,1,0, , , ,5,2,9,9,9,9,9,9,9,9,5,11,0,1,0,5,0,2,4,1,1,0,0,0,2,2,2,1,1,5,2,6,0,1,2,1,1,13,2010,124,0.97,2,0,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,8500,0,0,0,2,8,5,4,0,2,8,2,5,6,0,5,5,1,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,0,5,0,8,0,5,0,1,2,4,2,1,8,7,3,3,2,1,2,6,1,0,0,2,0,2, ,13,2008,101,1.16,2,21,10,2
1, , , , , , , , , , , , ,1,7,1,5,2,0,7500,0,6,0,1,8,8,5,0,1,8,4,4,5,0,6,2,3,4,1,0, , , ,6,2,9,9,9,9,9,9,9,9,7,10,0,0,0,2,0,4,0, ,1,0,0,0,1,3,2,1,1,6,3,4,0,1,0,1,0,13,2012,124,0.9,2,14,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,101,2913,0,6,0,1,6,2,4,0,2,6,2,3,5,0,6,3,1,2,1,1, , , ,8,1,3,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,5,4,1,0,0,0,2,1,2,1,1,2,5,1,0,2,2,1,3,5,2014,124,0.9,3,21,10,2
1, , , , , , , , , , , , ,1,3,1,5,1,315,15200,0,2,0,1,2,9,9,180,6,2,2,9,11,200,6,2,2, , , , , , , , , , , , , , , , , ,12,500,1,0,8,15000,1,6,2,1,0,0,0,1,1,1,1,1,3,5,4,0,3,1,2, ,13,2013,599,0.05,2,21,10,2
1, , , , , , , , , , , , ,1,3,1,3,1,422,75500,0,4,0,1,8,4,7,0,1,8,2,3,8,0,6,4,1,4,1,1, , , ,5,2,9,9,9,9,9,9,9,9,1,11,0,5,0,8,0,0, , ,1,0,0,0,3,1,3,1,1,5,4,6,0,2,1,2, ,12,2002,249,1.15,2,14,10,2
1, , , , , , , , , , , , ,1,3,1,3,2,0,42000,0,1,0,2,4,2,2,0,5,4,1,2,3,0,5,5,1, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,1,2,6,1,0,0,0,3,2,1,1,1,8,3,1,0,0,0,1,1,13,1996,125,1.15,2,23,10,2
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,0,0,1,7,3,5,0,4,7,1,4,7,0,5,5,3, , , , , , , , , , , , , , , , , ,5,0,1,0,1,0,2,5,0,1,0,0,0,3,1,2,1,2,6,3,0,0,2,1,1,6,1,2001,82,1.15,1,0,10,2
1, , , , , , , , , , , , ,1,5,1,3,2,0,42000,0,2,0,1,7,3,2,0,3,7,3,2,3,0,6,3,3, , , , , , , , , , , , , , , , , ,5,0,1,0,4,0,1,0, ,2,9,0,0,2,2,2,1,1,8,3,3,0,2,4,1,1,13,1994,82,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,330,9466,1,2,0,1,3,2,2,0,3,2,2,2,4,0,6,6,2, , , , , , , , , , , , , , , , , ,3,0,1,0,2,0,4,1,2,2,9,1,3,3,1,2,1,1,4,3,4,0,4,4,1,1,13,1988,125,1.15,2,14,10,2
2,2.00,3.00, , , , , ,0.00,5.00,2.00,8.00,2.00,1,0, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1,1,5,3,5,0,4,2,2, ,13,1998,124,1.15,2,0,10,2
1, , , , , , , , , , , , ,1,3,1,2,2,0,42000,0,1,0,1,1,1,2,0,3,1,2,1,3,0,5,4,1, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,5,0, ,2,3,4,5,1,1,3,1,1,9,1,2,0,1,2,1,1,13,1998,85,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,2,1,4,2,0,42000,0,1,0,1,8,6,2,0,1,8,3,3,4,0,3,5,1,2,1,3, , , ,3,2,9,9,9,9,9,9,9,9,5,6,0,4,0,6,0,2,5,1,1,0,0,0,2,1,2,1,1,4,3,4,0,1,1,2, ,13,1998,125,1.15,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,12000,0,5,0,2,8,2,1,0,1,8,2,2,0,0,1,4,1,5,1,0, , , ,1,2,9,9,9,9,9,9,9,9,4,3,0,1,0,1,0,1,5,4,1,0,0,0,1,3,2,1,2,4,2,3,0,1,0,2, ,13,2003,49,1.11,2,22,10,2
1, , , , , , , , , , , , ,1,3,1,1,2,0,25000,0,1,0,1,8,2,2,0,5,8,2,3,3,0,6,2,2, , , , , , , , , , , , , , , , , ,3,0,1,0,1,0,1,5,4,2,3,9,6,1,3,1,2,1,5,5,9,8,2,2,1,1,13,1993,49,1.11,2,13,10,2
1, , , , , , , , , , , , ,1,6,1,3,2,0,42000,0,0,0,1,8,6,2,0,3,8,5,3,4,0,3,3,1, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,0, , ,1,0,0,0,2,2,1,1,2,1,2,2,0,4,2,1,1,13,1999,83,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,2,1,5,1,522,53177,0,2,0,1,5,6,2,0,1,1,1,2,3,0,6,2,3,5,1,1, , , ,9,2,9,9,9,9,9,9,9,9,0,1,0,1,0,1,0,1,2,4,2,9,0,0,1,1,2,1,1,7,3,8,0,4,5,1,1,13,2003,101,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,2,0,1,5,2,3,0,1,5,1,3,5,0,6,5,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,5,0,1,0,3,0,5,1,4,1,0,0,0,1,3,2,1,1,4,4,4,0,1,2,1,1,13,2004,101,1.15,2,0,10,2
1, , , , , , , , , , , , ,1,3,1,0,2,0,50000,0,0,0,2,6,4,4,0,5,5,0,2,6,0,6,3,2, , , , , , , , , , , , , , , , , ,6,0,1,0,5,0,5,2,4,1,0,0,0,1,2,2,1,2,4,3,1,0,3,0,1,1,13,2005,101,1.16,2,22,10,2
1, , , , , , , , , , , , ,1,3,1,3,1,322,36383,8,0,0,2,7,7,8,0,1,7,2,6,10,0,1,3,2,3,1,1, , , ,8,2,9,9,9,9,9,9,9,9,2,8,0,1,0,7,0,4,2,0,1,0,0,0,2,2,2,1,1,5,2,5,0,3,0,1,6,1,2001,124,1.15,1,12,10,2
1, , , , , , , , , , , , ,1,3,1,3,2,0,50000,0,0,0,1,7,7,9,60,1,7,2,7,11,60,5,3,2,1,1,3, , , ,8,2,9,9,9,9,9,9,9,9,6,12,500,4,0,2,0,2,1,3,2,9,0,0,1,1,2,1,1,5,2,5,0,2,2,1,4,1,2005,124,1.16,1,12,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,30000,0,2,0,1,8,1,2,0,5,8,3,1,2,0,6,5,1, , , , , , , , , , , , , , , , , ,5,0,1,0,1,0,2,4,1,1,0,0,0,3,1,1,1,1,3,5,1,0,1,1,1,1,13,2006,101,1.16,2,0,10,2
1, , , , , , , , , , , , ,1,4,1,1,2,0,12000,0,5,0,1,2,2,5,0,5,2,0,3,7,0,1,3,1, , , , , , , , , , , , , , , , , ,1,0,1,0,3,0,2,1,4,1,0,0,0,2,1,1,1,1,9,1,2,0,1,2,2, ,13,2003,49,1.11,2,23,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,42000,0,1,0,1,8,6,6,0,1,8,5,5,8,0,6,5,2,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,1,7,0,1,0,3,0,1,2,5,1,0,0,0,1,1,3,1,2,5,4,4,0,2,3,1,1,13,1998,125,1.15,2,15,10,2
1, , , , , , , , , , , , ,1,8,1,5,1,410,38900,0,2,0,1,4,3,8,0,5,4,0,3,8,0,6,5,1, , , , , , , , , , , , , , , , , ,9,0,1,0,8,10000,1,4,5,1,0,0,0,1,1,1,1,1,4,5,4,0,4,3,1,1,13,2001,499,0.03,2,14,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,2500,0,2,0,1,8,6,2,0,1,8,2,2,3,0,5,2,2,5,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,3,0,1,0,4,0,1,2,5,1,0,0,0,2,3,2,1,2,6,3,5,0,2,2,1,3,13,2014,124,0.9,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,326,28567,0,4,0,2,8,4,4,0,5,8,2,4,6,0,6,3,2, , , , , , , , , , , , , , , , , ,6,0,3,0,4,0,1,2,4,1,0,0,0,2,1,2,1,1,7,1,1,0,2,2,1,1,4,2011,124,0.97,2,22,10,2
1, , , , , , , , , , , , ,1,7,1,5,1,312,4500,0,0,0,2,5,1,3,0,6,5,2,2,5,0,6,3,6, , , , , , , , , , , , , , , , , ,1,0,1,0,7,0,5,2,1,2,9,0,0,1,1,1,1,1,3,5,5,0,4,3,2, ,13,2010,124,0.97,2,12,10,2
1, , , , , , , , , , , , ,1,0,1,0,1,315,36500,0,1,0,1,3,8,9,75,6,3,2,8,11,80,6,6,1, , , , , , , , , , , , , , , , , ,12,900,1,0,8,17000,2,6,3,1,0,0,0,1,1,1,1,1,4,4,8,0,4,2,1,1,13,2002,599,0.03,2,12,10,2
1, , , , , , , , , , , , ,1,8,1,3,1,514,40571,5,3,0,1,7,3,2,0,1,7,2,4,3,0,1,5,3,2,1,1, , , ,3,2,9,9,9,9,9,9,9,9,1,2,0,1,0,5,0,2,1,4,2,9,0,0,1,1,3,1,2,4,4,4,0,2,2,1,1,4,2003,101,1.15,2,13,10,2
1, , , , , , , , , , , , ,1,8,1,5,1,318,26708,0,1,0,1,1,9,9,0,6,1,1,9,11,0,6,6,3, , , , , , , , , , , , , , , , , ,12,0,1,0,8,0,2,3,4,1,0,0,0,1,1,1,1,1,4,5,7,0,4,3,1,1,1,2006,1137,0.04,1,14,10,2
1, , , , , , , , , , , , ,1,2,2, ,1,419,43500,0,4,0,1,1,1,1,0,5,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,1,0,1,0,5,0,4,5,0,2,0,0,0,3,3,3,1,1,6,2,1,0,1,2,1,1,13,2000,49,1.11,2,0,10,2
1, , , , , , , , , , , , ,1,8,1,5,2,0,42000,0,3,0,1,2,9,9,0,6,2,1,9,11,200,5,6,6, , , , , , , , , , , , , , , , , ,11,0,1,0,3,0,1,2,5,2,9,0,0,1,3,1,1,1,4,4,2,0,2,2,1,1,4,2000,1250,0.03,2,13,10,2
1, , , , , , , , , , , , ,1,5,1,3,2,0,42000,0,2,0,1,8,3,2,0,5,8,5,2,3,0,5,4,1, , , , , , , , , , , , , , , , , ,8,0,1,0,6,0,4,2,1,1,0,0,0,3,3,1,2,1,4,3,5,0,1,2,1,1,13,1997,125,1.15,2,11,10,2
1, , , , , , , , , , , , ,1,7,1,5,1,312,30146,0,2,0,1,5,4,9,50,1,5,1,4,11,50,6,5,2,3,1,5, , , ,8,2,9,9,9,9,9,9,9,9,2,11,0,1,0,8,8000,1,2,3,1,0,0,0,2,3,2,1,1,6,3,7,0,4,3,1,1,4,2007,599,0.04,2,14,10,2
1, , , , , , , , , , , , ,1,7,1,3,2,0,42000,0,3,0,2,8,6,9,0,5,4,0,5,5,0,5,4,3, , , , , , , , , , , , , , , , , ,6,0,1,0,6,0,1,4,5,2,3,8,9,1,2,1,1,1,6,2,2,0,2,1,1,7,18,1994,125,1.15,4,11,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,42000,0,5,0,1,8,5,8,0,1,8,5,5,10,0,6,3,1,3,1,1, , , ,6,2,9,9,9,9,9,9,9,9,4,5,0,1,0,2,0,0, , ,1,0,0,0,3,3,2,2,1,5,2,5,0,0,5,2, ,13,2003,171,1.15,2,0,10,2
1, , , , , , , , , , , , ,1,0,1,3,2,0,12000,0,4,0,1,4,2,2,0,1,4,4,1,4,0,5,5,1,4,1,1, , , ,5,2,9,9,9,9,9,9,9,9,0,2,0,1,0,2,0,1,0, ,1,0,0,0,1,1,1,1,1,5,1,4,0,2,2,1,1,13,2003,49,1.11,2,11,10,2
1, , , , , , , , , , , , ,1,8,1,3,2,0,7500,0,5,0,1,6,3,6,0,1,6,1,4,8,0,5,3,2,3,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,6,0,1,0,4,0,1,4,0,2,9,0,0,3,1,3,1,2,3,5,4,0,1,0,1,4,4,2012,111,0.9,2,14,10,2
1, , , , , , , , , , , , ,1,8,1,5,1,301,14896,3,6,44,1,7,3,5,0,1,6,3,4,5,0,6,3,6,1,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,5,0,1,0,3,0,6,0, ,1,0,0,0,1,1,1,1,1,3,5,5,0,3,2,2, ,4,2012,124,0.9,2,12,10,2
1, , , , , , , , , , , , ,1,8,2, ,2,0,15000,0,2,0,1,6,2,6,0,1,6,1,3,8,0,1,2,2,2,2,0,2,1,4,1,2,9,9,9,9,9,9,9,9,4,1,0,4,0,1,0,5,2,1,1,0,0,0,2,1,1,1,2,3,5,4,0,1,2,1,1,4,2012,101,0.9,2,0,10,2
1, , , , , , , , , , , , ,1,6,1,3,1,319,29114,0,3,0,2,8,5,7,0,1,8,2,3,9,0,5,3,3,2,1,5, , , ,8,2,9,9,9,9,9,9,9,9,4,7,0,1,0,4,0,5,0, ,1,0,0,0,2,1,3,1,2,3,4,4,0,4,0,1,1,14,2009,124,0.97,2,12,10,2
1, , , , , , , , , , , , ,1,7,1,3,1,316,935,2,2,0,1,5,3,5,0,5,5,3,3,7,0,3,3,1, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,1,4,5,2,1,8,9,1,2,2,1,1,8,1,2,0,2,1,1,3,13,2014,124,0.9,2,23,10,2
